Eco_Reserve,Location,Transect,Plot,Latitude,Longitude,Elevation,Slope,Aspect,Forest_Type,Harvest_History,Age_DBH,Live_Basal_Area,Live_TPH,Large_Live_TPH,Very_Large_Live_TPH,Standing_Dead_TPH,Large_Standing_Dead_TPH,Very_Large_Standing_Dead_TPH,DCWD_Volume,Large_DCWD_Volume
Kennebec Estuary Sites,Conant Preserve,1,4,43.84684193,-69.7298692,10,7.5,320,400,5,70,22.93521146,69.35985893,9.876194003,9.876194003,0,0,0,0,0
Kennebec Estuary Sites,Conant Preserve,1,5,43.84738503,-69.72375487,14,6,307,400,0,70,3.740038405,237.9346597,0,0,0,0,0,12.52601255,0
Saco River Sites,Mt. Tom,1,1,44.04254187,-70.92481452,149,29,75,800,0,NA,25.80105589,416.3856545,69.35985893,9.876194003,118.9673298,0,0,15.15492876,0
Saco River Sites,Mt. Tom,1,2,44.04307645,-70.91389792,320,18,343,100,5,152,38.64795116,594.8366492,59.48366492,0,118.9673298,0,0,33.71198439,0
Saco River Sites,Mt. Tom,1,3,43.97636913,-70.90646696,110,8.5,136,100,0,104,69.76018395,961.6148328,128.8435239,9.876194003,118.9673298,0,0,9.342102912,0
Saco River Sites,Mt. Tom,1,6,44.0363217,-70.90325942,113,4,104,700,5,72,27.50674326,297.4183246,118.9673298,0,0,0,0,0,0
Saco River Sites,Mt. Tom,1,7,44.04065065,-70.90389729,112,0,1,700,0,NA,80.43803914,188.3271888,69.35985893,9.876194003,0,0,0,0,0
Saco River Sites,Mt. Tom,1,8,44.040545,-70.89780312,113,2.5,270,700,5,50,21.78682743,475.8693194,0,0,0,0,0,0,0
Saco River Sites,Mt. Tom,1,9,44.04056697,-70.89213739,129,5,342,100,5,85,31.04617302,713.8039791,0,0,59.48366492,0,0,1.933026628,0
Saco River Sites,Mt. Tom,1,10,44.03660004,-70.89083796,130,6.5,236,100,1,103,31.58198591,535.3529843,59.48366492,0,0,0,0,0,0
Placentia Island Preserve,NA,1,1,44.183712,-68.37262249,33,0.5,16,120,5,112,7.254613998,118.9673298,0,0,178.4509948,59.48366492,0,215.6154603,74.30554358
Placentia Island Preserve,NA,1,7,44.19600487,-68.35387109,19,6.5,15,120,5,77,7.202149278,178.4509948,0,0,356.9019895,0,0,65.7644869,0
Placentia Island Preserve,NA,1,3,44.18424802,-68.36534756,16,15,128,120,5,47,19.34098106,416.3856545,0,0,0,0,0,0,0
Placentia Island Preserve,NA,1,2,44.18253836,-68.36876896,17,19,140,120,5,157,31.40725924,535.3529843,0,0,773.287644,0,0,56.31069801,0
Placentia Island Preserve,NA,1,6,44.19340444,-68.36214594,17,4.5,34,120,5,70,51.13511505,1308.640628,0,0,59.48366492,0,0,48.41982557,0
Moose River Number 5 Mountain,NA,4,1,45.5152989,-70.34809933,454,11,204,120,5,78,18.23922195,475.8693194,0,0,59.48366492,0,0,0,0
Moose River Number 5 Mountain,NA,4,3,45.51950595,-70.34551093,426,24,64,900,1,NA,27.32613008,892.2549739,0,0,0,0,0,8.430745292,0
Moose River Number 5 Mountain,NA,4,5,45.52357978,-70.34276532,384,27.5,180,120,1,90,20.79817347,713.8039791,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,3,1,45.50311893,-70.34974142,393,15.5,40,900,1,23,1.480224556,59.48366492,0,0,0,0,0,27.31323669,0
Moose River Number 5 Mountain,NA,3,2,45.50535959,-70.34979497,383,20,NA,900,1,42,3.085000262,118.9673298,0,0,59.48366492,0,0,27.64039071,0
Moose River Number 5 Mountain,NA,3,3,45.50769742,-70.35000448,381,18,NA,900,1,68,12.84175625,654.3203142,0,0,59.48366492,0,0,20.05192955,0
Moose River Number 5 Mountain,NA,3,4,45.50981028,-70.35020862,378,154.5,90,900,1,25,0,0,0,0,0,0,0,4.982913086,0
Moose River Number 5 Mountain,NA,3,5,45.51209805,-70.3500841,394,17,224,900,1,25,0,0,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,4,2,45.51753515,-70.3470004,444,24.5,341,900,1,90,27.46274624,713.8039791,0,0,0,0,0,42.25372837,0
Moose River Number 5 Mountain,NA,4,4,45.52152742,-70.34430427,413,30,135,900,0,53,40.86202774,951.7386388,59.48366492,0,178.4509948,0,0,0,0
Moose River Number 5 Mountain,NA,5,1,45.51242954,-70.29344062,367,3,342,120,1,39,13.69184355,654.3203142,0,0,0,0,0,16.94190449,0
Moose River Number 5 Mountain,NA,5,2,45.51124452,-70.29077619,365,5.5,360,120,1,30,6.834569213,416.3856545,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,5,3,45.51002345,-70.28811106,363,0,0,120,0,62,29.06082955,594.8366492,59.48366492,0,0,0,0,75.73168767,0
Moose River Number 5 Mountain,NA,5,4,45.50891131,-70.28535891,365,1,210,120,1,NA,0,0,0,0,118.9673298,0,0,18.51925422,0
Moose River Number 5 Mountain,NA,5,5,45.5076994,-70.28266861,372,6,NA,120,1,28,1.807626831,118.9673298,0,0,59.48366492,0,0,0,0
Moose River Number 5 Mountain,NA,6,1,45.50873197,-70.27405089,372,NA,NA,100,1,61,13.56084526,416.3856545,0,0,0,0,0,7.325225885,0
Moose River Number 5 Mountain,NA,6,2,45.50800029,-70.27105162,363,1,70,900,1,35,4.773168244,237.9346597,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,6,3,45.50733223,-70.26798984,360,9,1,120,5,72,14.89946647,594.8366492,0,0,118.9673298,0,0,43.82420511,0
Moose River Number 5 Mountain,NA,6,4,45.50670923,-70.26491635,363,1,104,120,5,52,0,0,0,0,0,0,0,23.74237808,0
Moose River Number 5 Mountain,NA,6,5,45.50601528,-70.26173893,365,2,11,120,5,82,8.900361707,416.3856545,0,0,178.4509948,0,0,32.40783576,0
Moose River Number 5 Mountain,NA,10,1,45.48203772,-70.37243644,725,18.5,180,900,0,69,15.77141796,832.7713089,0,0,178.4509948,0,0,14.9105942,0
Moose River Number 5 Mountain,NA,10,2,45.48430312,-70.37192843,789,49.5,200,120,0,72,16.96857597,713.8039791,0,0,297.4183246,0,0,0,0
Moose River Number 5 Mountain,NA,10,3,45.48639755,-70.37141622,820,13,152,120,0,34,1.831359758,118.9673298,0,0,178.4509948,0,0,84.37927559,0
Moose River Number 5 Mountain,NA,10,4,45.48876747,-70.37044997,823,35.5,220,120,0,54,12.94962894,535.3529843,0,0,0,0,0,6.639645774,0
Moose River Number 5 Mountain,NA,10,5,45.49079307,-70.37042231,796,21.5,125,120,0,57,25.54578677,1011.222304,0,0,118.9673298,0,0,6.735523895,0
Moose River Number 5 Mountain,NA,2,1,45.51680042,-70.3843565,484,26,186,900,1,110,20.89030208,416.3856545,0,0,178.4509948,0,0,39.15504373,0
Moose River Number 5 Mountain,NA,2,2,45.51910295,-70.3845026,473,123,31,900,1,135,27.60564603,356.9019895,0,0,0,0,0,20.2618992,0
Moose River Number 5 Mountain,NA,2,3,45.52136823,-70.38475024,544,36.5,272,900,0,70,25.03702382,654.3203142,0,0,178.4509948,0,0,62.585732,0
Moose River Number 5 Mountain,NA,2,4,45.52356231,-70.38493213,537,26.5,240,900,1,111,2.919897574,59.48366492,0,0,0,0,0,85.25764289,0
Moose River Number 5 Mountain,NA,2,5,45.52579175,-70.38516612,508,25.5,195,120,1,64,11.51271231,475.8693194,0,0,118.9673298,0,0,6.078810315,0
Moose River Number 5 Mountain,NA,8,1,45.51582793,-70.36945515,373,2,16,900,1,55,20.39396621,356.9019895,0,0,59.48366492,0,0,45.9407404,0
Moose River Number 5 Mountain,NA,8,2,45.51396888,-70.3713561,395,9,280,800,1,NA,34.54047285,654.3203142,59.48366492,0,118.9673298,0,0,39.84818412,0
Moose River Number 5 Mountain,NA,8,3,45.51211104,-70.37315453,456,20.5,187,900,0,85,20.76056519,535.3529843,59.48366492,0,178.4509948,0,0,35.30686023,0
Moose River Number 5 Mountain,NA,8,4,45.51025332,-70.37494005,537,39,190,120,1,27,30.97558158,713.8039791,0,0,118.9673298,0,0,45.61771017,0
Moose River Number 5 Mountain,NA,9,1,45.48310702,-70.38896917,637,45,34,900,1,126,23.23939471,535.3529843,0,0,416.3856545,0,0,24.26163199,0
Moose River Number 5 Mountain,NA,9,2,45.48514165,-70.38745802,680,39,54,900,1,45,14.35033885,475.8693194,0,0,178.4509948,0,0,2.661219237,0
Moose River Number 5 Mountain,NA,9,3,45.48716495,-70.38613844,764,23.5,35,900,1,70,14.30880623,416.3856545,0,0,297.4183246,0,0,16.39790784,0
Moose River Number 5 Mountain,NA,9,4,45.48920792,-70.38467847,829,16,28,900,5,77,17.55377016,773.287644,0,0,237.9346597,0,0,45.32251553,0
Moose River Number 5 Mountain,NA,9,5,45.49118681,-70.38330642,855,21,323,120,1,110,26.48739534,832.7713089,0,0,118.9673298,0,0,16.99173362,0
Moose River Number 5 Mountain,NA,7,1,45.51799234,-70.22232754,375,21,260,120,0,148,25.58872094,773.287644,0,0,59.48366492,0,0,30.07308324,0
Moose River Number 5 Mountain,NA,7,2,45.51985889,-70.22369961,380,2.5,254,120,1,16,0,0,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,7,3,45.52190348,-70.22525489,384,9,30,120,1,20,10.10672323,535.3529843,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,7,4,45.52391232,-70.22678391,379,220,45,120,1,27,10.57362653,594.8366492,0,0,0,0,0,0,0
Moose River Number 5 Mountain,NA,7,5,45.52586756,-70.22827345,376,9.5,56,900,5,25,5.362380215,297.4183246,0,0,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,9,43.41656963,-70.63498316,50,5,NA,700,0,55,27.92739539,535.3529843,98.98844094,39.50477601,59.48366492,0,0,2.783558344,0
Pine Barrens Sites,Kennebunk Plains,1,10,43.41460093,-70.63349738,59,3,NA,400,0,NA,15.4252349,594.8366492,0,0,0,0,0,5.300788575,0
Pine Barrens Sites,Kennebunk Plains,1,11,43.41260521,-70.63201097,58,4.5,NA,400,0,NA,17.57521389,594.8366492,0,0,0,0,0,21.42446437,0
Pine Barrens Sites,Kennebunk Plains,1,12,43.40818222,-70.62075206,56,4,NA,160,0,77,29.41817829,594.8366492,0,0,0,0,0,4.158155058,0
Pine Barrens Sites,Kennebunk Plains,1,13,43.40743628,-70.6161996,54,2,NA,160,1,46,18.48855785,535.3529843,0,0,0,0,0,4.158155058,0
Pine Barrens Sites,Kennebunk Plains,1,1,43.41253773,-70.6548715,64,1.5,192,500,1,NA,14.47657186,535.3529843,0,0,118.9673298,0,0,0.289008959,0
Pine Barrens Sites,Kennebunk Plains,1,2,43.41669745,-70.64803052,59,1.5,44,500,5,NA,14.70324935,356.9019895,0,0,59.48366492,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,6,43.41826988,-70.6432557,59,2,225,500,1,73,21.40130751,535.3529843,0,0,0,0,0,9.742454205,0
Pine Barrens Sites,Kennebunk Plains,1,8,43.41377999,-70.64240552,61,10,340,500,5,NA,17.51761015,654.3203142,0,0,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,7,43.41605185,-70.64283749,63,3.5,166,500,1,NA,19.89151023,713.8039791,0,0,0,0,0,0,0
Saco River Sites,Bull Ring,1,1,43.94364815,-70.44510394,180,9.5,263,100,1,83,32.1163038,475.8693194,59.48366492,0,118.9673298,0,0,40.05884107,0
Saco River Sites,Bull Ring,1,2,43.93637906,-70.82017859,123,17.5,220,100,1,72,16.47948144,475.8693194,0,0,0,0,0,15.71335868,0
Saco River Sites,Bull Ring,1,3,43.93439907,-70.82182505,124,8,38,400,1,79,9.103399705,118.9673298,0,0,0,0,0,0,0
Saco River Sites,Bull Ring,1,4,43.93247802,-70.82316174,116,5,10,400,1,37,28.21513377,19.75238801,29.62858201,29.62858201,0,0,0,0,0
Saco River Sites,Bull Ring,1,5,43.93045439,-70.82471945,106,2,210,700,0,NA,22.45704904,416.3856545,0,0,0,0,0,0,0
Saco River Sites,Bull Ring,2,6,43.9276692,-70.81870451,111,1,254,700,1,122,35.9621593,475.8693194,59.48366492,0,0,0,0,0,0
Saco River Sites,Bull Ring,2,7,43.92397141,-70.81740842,113,7,240,400,5,48,36.78211325,594.8366492,59.48366492,0,118.9673298,0,0,23.95784612,0
Saco River Sites,Bull Ring,2,8,43.92496335,-70.82239649,106,4,306,700,5,73,21.84587944,297.4183246,59.48366492,0,0,0,0,0,0
Saco River Sites,Bull Ring,2,9,43.91905059,-70.82449534,106,2,338,700,5,77,18.96471138,356.9019895,0,0,59.48366492,0,0,16.16697559,0
Pine Barrens Sites,Kennebunk Plains,1,17,43.3987105,-70.63335434,57,3,0,160,5,33,11.00516403,178.4509948,0,0,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,18,43.39421293,-70.63555486,59,0.5,0,400,1,65,15.73170735,773.287644,0,0,118.9673298,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,19,43.39352761,-70.63247425,58,1.5,0,160,1,63,34.52729827,713.8039791,0,0,59.48366492,0,0,5.542717597,0
Pine Barrens Sites,Kennebunk Plains,1,20,43.39556364,-70.66363327,65,1,360,160,5,36,10.69892518,356.9019895,0,0,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,21,43.39296822,-70.6637845,50,21.5,360,700,5,40,59.69639489,436.1380425,79.23605293,19.75238801,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,25,43.39008004,-70.63995028,59,3,310,400,5,52,13.8540497,416.3856545,0,0,0,0,0,0,0
Pine Barrens Sites,Kennebunk Plains,1,26,43.38813964,-70.63837934,45,25,NA,400,5,27,14.16790365,475.8693194,0,0,0,0,0,1.933026628,0
Pine Barrens Sites,Kennebunk Plains,1,27,43.38619056,-70.63678358,47,54.5,263,900,5,42,25.17787967,773.287644,0,0,118.9673298,0,0,14.32467235,0
Pine Barrens Sites,Waterboro Barrens Preserve,3,1,43.61858247,-70.79075607,129,6,90,400,5,49,22.18484761,654.3203142,0,0,0,0,0,50.99743607,0
Pine Barrens Sites,Waterboro Barrens Preserve,3,2,43.61675473,-70.78902874,135,10,262,400,0,95,28.19703655,356.9019895,188.3271888,9.876194003,59.48366492,0,0,0,0
Pine Barrens Sites,Waterboro Barrens Preserve,3,3,43.61470872,-70.78801384,139,10,328,400,5,75,13.8635706,297.4183246,9.876194003,9.876194003,0,0,0,7.205532876,0
Pine Barrens Sites,Waterboro Barrens Preserve,3,4,43.61263337,-70.78714684,137,5.5,310,400,5,75,21.30895544,535.3529843,0,0,0,0,0,6.904009039,0
Pine Barrens Sites,Waterboro Barrens Preserve,3,5,43.6102919,-70.78602419,135,21,40,400,5,90,7.270266686,118.9673298,19.75238801,19.75238801,0,0,0,15.28459805,0
Pine Barrens Sites,Wells Barrens,1,23,NA,NA,NA,NA,NA,700,1,43,12.26562542,535.3529843,0,0,237.9346597,0,0,17.6477419,0
Pine Barrens Sites,Wells Barrens,1,29,NA,NA,NA,0,0,160,1,106,21.90110054,356.9019895,0,0,0,0,0,1.933026628,0
Pine Barrens Sites,Wells Barrens,1,30,NA,NA,NA,0,0,400,1,41,6.784674003,118.9673298,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,31,NA,NA,NA,0,1,900,1,13,6.299632765,118.9673298,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,32,NA,NA,NA,NA,NA,700,0,81,10.60749734,475.8693194,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,33,NA,NA,NA,0,0,900,1,25,0.968751938,59.48366492,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,34,NA,NA,NA,10,110,160,1,25,5.24194028,297.4183246,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,35,NA,NA,NA,25,145,400,1,22,14.19350531,713.8039791,0,0,59.48366492,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,37,NA,NA,NA,5,180,160,1,42,19.25628068,1070.705969,0,0,0,0,0,0,0
Pine Barrens Sites,Wells Barrens,1,38,NA,NA,NA,19,198,400,1,46,18.44118543,475.8693194,0,0,59.48366492,0,0,0,0
Big Reed Forest Reserve,NA,5,1,46.33981782,-69.0686488,411,20,300,120,0,82,12.84782964,178.4509948,59.48366492,0,59.48366492,0,0,84.5631279,0
Big Reed Forest Reserve,NA,5,2,46.34135819,-69.0662727,397,2,132,120,0,75,28.3739762,594.8366492,0,0,59.48366492,0,0,130.0502514,0
Big Reed Forest Reserve,NA,5,3,46.34288053,-69.06385747,363,6,200,120,0,110,31.59076896,594.8366492,59.48366492,0,0,0,0,26.94209558,0
Big Reed Forest Reserve,NA,5,4,46.34442976,-69.06155909,329,16,0,120,0,135,28.67119841,594.8366492,59.48366492,0,0,0,0,39.15401278,0
Big Reed Forest Reserve,NA,5,5,46.34586198,-69.05918248,330,4,10,800,0,27,1.628415197,118.9673298,0,0,0,0,0,80.79742021,0
Big Reed Forest Reserve,NA,2,5,46.34995238,-69.0497643,339,8,181,120,0,130,29.09834439,475.8693194,59.48366492,0,118.9673298,59.48366492,0,102.5882146,0
Big Reed Forest Reserve,NA,2,4,46.34811731,-69.04767024,323,6,220,120,0,120,52.33554334,545.2291783,128.8435239,9.876194003,0,0,0,36.54502822,0
Big Reed Forest Reserve,NA,2,3,46.34645319,-69.04561545,322,7,349,120,0,88,40.05155761,485.7455134,69.35985893,9.876194003,0,0,0,30.30607739,0
Big Reed Forest Reserve,NA,2,2,46.34471697,-69.04370368,332,4,0,120,0,104,33.66412983,426.2618485,98.98844094,39.50477601,9.876194003,9.876194003,9.876194003,59.03892883,0
Big Reed Forest Reserve,NA,2,1,46.34307987,-69.04137626,338,8,306,120,0,140,12.24908712,297.4183246,19.75238801,19.75238801,69.35985893,9.876194003,9.876194003,95.11831242,0
Big Reed Forest Reserve,NA,3,1,46.35428122,-69.06743212,361,5,10,120,0,111,21.56855924,475.8693194,59.48366492,0,0,0,0,117.1393518,0
Big Reed Forest Reserve,NA,3,2,46.35451348,-69.07031791,378,23.5,255,120,0,103,3.182501482,59.48366492,9.876194003,9.876194003,118.9673298,0,0,11.13423338,0
Big Reed Forest Reserve,NA,3,3,46.35461039,-69.07363247,430,30,88,120,0,109,15.59258007,297.4183246,9.876194003,9.876194003,9.876194003,9.876194003,9.876194003,159.4996114,74.30554358
Big Reed Forest Reserve,NA,3,5,46.35484002,-69.0801187,521,9.5,300,120,0,139,10.07640301,356.9019895,0,0,0,0,0,172.52907,54.98386853
Big Reed Forest Reserve,NA,1,5,46.36544331,-69.06329874,480,14,255,800,0,NA,19.99003926,594.8366492,0,0,178.4509948,0,0,94.33169945,0
Big Reed Forest Reserve,NA,3,4,46.35468924,-69.07689503,467,22,190,800,0,46,31.54138765,485.7455134,29.62858201,29.62858201,128.8435239,9.876194003,9.876194003,47.56104628,0
Big Reed Forest Reserve,NA,1,1,46.36114718,-69.05185436,369,19,160,120,0,156,34.75378888,535.3529843,118.9673298,0,59.48366492,0,0,26.57267271,0
Big Reed Forest Reserve,NA,1,2,46.36219884,-69.05467627,390,10,262,800,0,141,1.518954077,118.9673298,9.876194003,9.876194003,267.5632417,148.5959119,29.62858201,186.8217829,0
Big Reed Forest Reserve,NA,1,3,46.36326842,-69.0574983,409,9.5,158,800,0,60,0.915679879,59.48366492,0,0,0,0,0,57.47051398,0
Big Reed Forest Reserve,NA,1,4,46.36432892,-69.06035943,470,34,160,800,0,125,18.44468931,178.4509948,69.35985893,9.876194003,59.48366492,0,0,22.82827127,0
Big Reed Forest Reserve,NA,4,1,46.33509949,-69.08559897,427,16.5,NA,800,0,128,31.00889177,247.8108537,89.11224693,29.62858201,0,0,0,140.1092065,0
Big Reed Forest Reserve,NA,4,2,46.33704225,-69.08718723,394,17.5,NA,800,0,135,43.4111684,257.6870477,29.62858201,29.62858201,118.9673298,59.48366492,0,82.71635722,0
Big Reed Forest Reserve,NA,4,3,46.33901206,-69.08868468,396,25,NA,120,0,120,18.78718161,118.9673298,138.7197179,19.75238801,59.48366492,0,0,111.8203498,0
Big Reed Forest Reserve,NA,4,4,46.34106282,-69.09020836,411,10.5,NA,120,0,97,41.4410551,426.2618485,89.11224693,29.62858201,0,0,0,48.11397781,0
Big Reed Forest Reserve,NA,4,5,46.34306849,-69.09182304,436,16,NA,800,0,89,9.057335401,297.4183246,19.75238801,19.75238801,59.48366492,0,0,75.49972447,0
Spring River Preserve,NA,9,1,44.6553499,-68.13046882,112,3,306,900,1,14,11.74312727,713.8039791,0,0,0,0,0,23.02449495,0
Spring River Preserve,NA,9,2,44.65555806,-68.12707294,116,6,6,120,5,62,16.90807569,178.4509948,59.48366492,0,59.48366492,0,0,29.69816199,0
Spring River Preserve,NA,9,3,44.65578924,-68.12434515,114,0,1,120,1,36,11.1903089,416.3856545,0,0,0,0,0,10.37820518,0
Spring River Preserve,NA,9,4,44.65589917,-68.12107683,119,21.5,184,120,5,24,13.57252485,237.9346597,0,0,59.48366492,0,0,2.783558344,0
Spring River Preserve,NA,9,5,44.65605577,-68.11803482,119,4.5,164,120,5,66,2.80426963,59.48366492,9.876194003,9.876194003,0,0,0,0,0
Spring River Preserve,NA,8,1,44.67565584,-68.05522085,48,15.5,100,500,5,43,7.223826598,118.9673298,0,0,0,0,0,0.000219935,0
Spring River Preserve,NA,8,2,44.67342875,-68.05588786,63,30,60,400,1,49,9.294431084,237.9346597,0,0,0,0,0,16.91133346,0
Spring River Preserve,NA,8,3,44.67123714,-68.05649116,98,18.5,30,400,5,51,7.383836985,118.9673298,0,0,0,0,0,0.000219935,0
Spring River Preserve,NA,8,4,44.66902753,-68.0570947,84,20,184,400,5,74,13.28674864,297.4183246,0,0,0,0,0,0.000718227,0
Spring River Preserve,NA,8,5,44.66682598,-68.05758453,52,0,1,900,1,128,16.83145758,237.9346597,59.48366492,0,0,0,0,26.22043231,0
Spring River Preserve,NA,7,1,44.64722336,-68.08024822,164,3,130,100,1,52,37.04901525,654.3203142,59.48366492,0,0,0,0,0,0
Spring River Preserve,NA,7,2,44.6721525,-68.08265478,65,0,1,700,0,120,0,0,0,0,0,0,0,0,0
Spring River Preserve,NA,7,3,44.66651284,-68.0855064,68,NA,NA,500,1,33,8.625424152,416.3856545,0,0,59.48366492,0,0,7.250997662,0
Spring River Preserve,NA,7,4,44.6698642,-68.08806514,99,19,190,500,5,98,20.07399215,356.9019895,59.48366492,0,118.9673298,0,0,29.62255917,0
Spring River Preserve,NA,7,5,44.66877866,-68.09079447,113,12,32,500,5,88,24.52872805,773.287644,59.48366492,0,59.48366492,0,0,9.965826171,0
Spring River Preserve,NA,6,1,44.68742893,-68.0961184,54,17.5,250,120,1,41,11.87459274,237.9346597,0,0,0,0,0,4.948548168,0
Spring River Preserve,NA,6,2,44.69048316,-68.09301683,49,NA,NA,400,0,44,11.6915502,297.4183246,0,0,178.4509948,0,0,25.39567428,0
Spring River Preserve,NA,6,3,44.68635408,-68.09000218,54,0,1,900,0,54,23.05023207,297.4183246,59.48366492,0,0,0,0,16.63262023,0
Spring River Preserve,NA,6,4,44.68584374,-68.08696896,53,2,324,100,5,42,25.40946259,654.3203142,0,0,118.9673298,0,0,19.55363825,0
Spring River Preserve,NA,6,5,44.6852426,-68.0838489,53,7.5,46,120,0,61,31.53956564,713.8039791,0,0,0,0,0,19.55363825,0
Spring River Preserve,NA,5,1,44.65883606,-68.01228108,36,3,220,500,1,45,12.58704774,237.9346597,59.48366492,0,0,0,0,8.797418965,0
Spring River Preserve,NA,5,2,44.66091733,-68.01351973,42,9,212,900,1,48,5.790647432,297.4183246,0,0,0,0,0,0,0
Spring River Preserve,NA,5,3,44.66303492,-68.01479569,43,18.5,100,100,5,35,18.54513378,356.9019895,59.48366492,0,0,0,0,9.519082239,0
Spring River Preserve,NA,5,4,44.66497214,-68.01603694,45,0,1,700,1,40,7.337866118,356.9019895,0,0,0,0,0,45.43042137,0
Spring River Preserve,NA,5,5,44.66713503,-68.01735016,40,6,64,400,1,70,16.90798225,416.3856545,0,0,178.4509948,0,0,137.1160221,0
Spring River Preserve,NA,4,1,44.6559478,-68.06595896,66,12,355,500,1,42,6.115526916,297.4183246,0,0,0,0,0,16.22024122,0
Spring River Preserve,NA,4,2,44.65377413,-68.0665614,84,3,150,500,5,94,8.480784106,297.4183246,19.75238801,19.75238801,0,0,0,105.0535538,92.92273782
Spring River Preserve,NA,4,3,44.65162623,-68.06701204,99,22.5,25,120,5,58,8.502134397,416.3856545,0,0,59.48366492,0,0,7.147902909,0
Spring River Preserve,NA,4,4,44.64938862,-68.06750192,141,22,35,800,1,127,33.97971236,356.9019895,118.9673298,0,59.48366492,0,0,11.1685983,0
Spring River Preserve,NA,4,5,44.64712317,-68.06789132,161,16,328,120,1,84,20.03325374,594.8366492,0,0,59.48366492,0,0,26.70154115,0
Spring River Preserve,NA,2,5,44.65384415,-68.08298131,79,7.5,240,120,5,37,30.69816795,832.7713089,0,0,118.9673298,0,0,52.2346751,0
Spring River Preserve,NA,3,1,44.65845807,-68.0790868,76,3.5,40,500,5,88,6.791821912,237.9346597,9.876194003,9.876194003,0,0,0,0,0
Spring River Preserve,NA,3,2,44.65947102,-68.07632104,62,15.5,120,120,5,52,13.82368276,356.9019895,0,0,0,0,0,57.87052163,0
Spring River Preserve,NA,3,3,44.66025764,-68.07340744,54,13,180,120,1,42,10.59259419,237.9346597,0,0,0,0,0,14.46763041,0
Spring River Preserve,NA,3,4,44.66201047,-68.06755188,73,0,0,500,1,34,9.910833141,416.3856545,0,0,0,0,0,2.199354741,0
Spring River Preserve,NA,3,5,44.6611164,-68.07051783,59,15.5,200,500,1,63,67.34647982,961.6148328,138.7197179,19.75238801,59.48366492,0,0,4.982913086,0
Spring River Preserve,NA,2,4,44.65185109,-68.08142364,122,19.5,340,120,1,25,3.45052472,178.4509948,0,0,59.48366492,0,0,25.6362287,0
Spring River Preserve,NA,2,3,44.64987652,-68.07992884,123,21.5,352,120,5,77,17.81011381,535.3529843,9.876194003,9.876194003,118.9673298,0,0,40.68806271,0
Spring River Preserve,NA,2,2,44.64793681,-68.07829487,144,26,5,800,1,34,15.0079465,475.8693194,0,0,59.48366492,0,0,0,0
Spring River Preserve,NA,2,1,44.64600782,-68.07687522,177,35,175,120,0,161,35.61550906,773.287644,19.75238801,19.75238801,178.4509948,0,0,39.65711518,0
Spring River Preserve,NA,1,1,44.64155675,-68.09324989,285,42.5,284,120,1,93,55.06389563,1189.673298,59.48366492,0,178.4509948,0,0,63.57509799,0
Spring River Preserve,NA,1,2,44.64390801,-68.09345285,207,22.5,306,120,1,65,33.72467682,773.287644,0,0,59.48366492,0,0,29.21018016,0
Spring River Preserve,NA,1,3,44.64609674,-68.09359531,171,13,340,120,1,74,37.48854159,773.287644,59.48366492,0,178.4509948,0,0,35.43023028,0
Spring River Preserve,NA,1,4,44.64832927,-68.09358576,90,9,0,900,1,20,6.874326538,297.4183246,0,0,59.48366492,0,0,44.330744,0
Spring River Preserve,NA,1,5,44.65085155,-68.09378609,82,20.5,360,100,5,65,29.19776106,773.287644,59.48366492,0,237.9346597,0,0,6.735523895,0
Trout Mountain,NA,3,1,45.80582302,-68.8599663,317,4.6,200,900,0,75,38.85785676,1011.222304,59.48366492,0,0,0,0,16.94190449,0
Trout Mountain,NA,3,2,45.80626905,-68.8567349,337,18,316,120,0,89,45.5182132,892.2549739,0,0,416.3856545,0,0,81.54795001,0
Trout Mountain,NA,3,3,45.80683232,-68.85376053,355,23.5,22,120,0,83,31.55026414,535.3529843,0,0,59.48366492,0,0,8.419404869,0
Trout Mountain,NA,3,4,45.80722434,-68.85065787,368,21.5,30,120,0,130,42.58159046,713.8039791,59.48366492,0,237.9346597,0,0,67.90507763,0
Trout Mountain,NA,4,3,45.79935571,-68.84243045,318,48,30,120,0,174,33.09379207,832.7713089,9.876194003,9.876194003,0,0,0,11.13423338,0
